word,examples,word_audio,word_search
"der Ausländer, die Ausländerin, -nen ausländisch",['Viele Ausländer und Ausländerinnen lernen in der Volkshochschule Deutsch. Die ausländischen Studenten müssen zuerst einen Deutschkurs besuchen.'],"der Ausländer, die Ausländerin",Ausländer
"ausmachen, macht aus, machte aus, hat ausgemacht","['Sie müssen leider warten. – Kein Problem. Das macht mir nichts aus.', 'Machen Sie bitte das Licht aus!', 'Wir hatten doch ausgemacht, dass du die Getränke besorgst.', 'Haben Sie einen Termin ausgemacht?']",ausmachen,ausmachen
"die Ausnahme, -n",['Normalerweise muss ich am Wochenende arbeiten. Aber heute ist eine Ausnahme.'],die Ausnahme,Ausnahme
"ausreichen, reicht aus, reichte aus, hat ausgereicht","['Das Geld muss bis März ausreichen.', 'Seine Kenntnisse reichen für diese Arbeit aus.']",ausreichen,ausreichen
ausreichend,['Das Geld ist für die Reise ausreichend.'],ausreichend,ausreichend
"ausrichten, richtet aus, richtete aus, hat ausgerichtet",['Mein Mann ist nicht da. Soll ich ihm etwas ausrichten?'],ausrichten,ausrichten
"(sich) ausruhen, ruht aus, ruhte aus, hat ausgeruht","['Sie ruhen sich von der Arbeit aus.', 'Bist du gut ausgeruht?']",sich ausruhen,ausruhen
"ausschließen, schließt aus, schloss aus, hat ausgeschlossen","['Das kann man nicht ganz ausschließen.', 'So viel kann ich nicht bezahlen. Das ist völlig ausgeschlossen.']",ausschließen,ausschließen
ausschließlich,['Tut mir leid. Wir haben ausschließlich Nichtraucherzimmer.'],ausschließlich,ausschließlich
"aussehen, sieht aus, sah aus, hat ausgesehen","['Sie sehen wieder besser aus. Sind Sie wieder gesund?', 'Er sieht genauso aus wie sein Vater.', 'Es sieht so aus, als ob es bald regnen würde.']",aussehen,aussehen
außen,"['Wir haben das Schloss nur von außen gesehen.', 'Außen ist das Haus nicht sehr schön.']",außen,außen
außerhalb,['Wir wohnen außerhalb von Berlin.'],außerhalb,außerhalb
äußerlich,['Das Medikament dürfen Sie nur äußerlich anwenden.'],äußerlich,äußerlich
außer,"['Außer Lisa hat sich niemand um die Stelle beworben.', 'Der Aufzug ist außer Betrieb.', 'Wir haben täglich außer Samstag geöffnet.']",außer,außer
außerdem,"['Möchten Sie außerdem noch etwas?', 'Der Film war langweilig, und außerdem haben die Schauspieler schlecht gespielt.']",außerdem,außerdem
"die Aussicht, -en","['Von diesem Turm hat man eine tolle Aussicht.', 'Mit mehreren Fremdsprachen hat man gute Aussichten im Beruf.']",die Aussicht,Aussicht
"aussprechen, spricht aus, sprach aus, hat ausgesprochen",['Wie spricht man dieses Wort aus?'],aussprechen,aussprechen
"die Aussprache, -n",['Ali hat eine gute Aussprache.'],die Aussprache,Aussprache
"ausstellen, stellt aus, stellte aus, hat ausgestellt","['Im Schaufenster sind Winterschuhe ausgestellt.', 'Das Zeugnis wird bis nächste Woche ausgestellt.']",ausstellen,ausstellen
"die Ausstellung, -en","['Wir waren mit der Lehrerin in einer Ausstellung.', 'Die Ausstellung eines neuen Passes dauert zwei Wochen.']",die Ausstellung,Ausstellung
"(sich etwas) aussuchen, sucht aus, suchte aus, hat ausgesucht",['Such dir etwas Schönes aus! Ich lade dich ein.'],sich etwas aussuchen,aussuchen
"auswählen, wählt aus, wählte aus, hat ausgewählt",['Für die Aufgabe können Sie aus drei Themen auswählen.'],auswählen,auswählen
"die Auswahl, -en","['Wir müssen eine Auswahl aus den Büchern treffen.', 'Das Geschäft hat eine große Auswahl.']",die Auswahl,Auswahl
"der Ausweis, -e",['Darf ich mal Ihren Ausweis sehen?'],der Ausweis,Ausweis
"ausziehen, zieht aus, zog aus, hat/ist ausgezogen","['Willst du den Mantel nicht ausziehen?', 'Müllers sind schon vor vier Wochen ausgezogen.']",ausziehen,ausziehen
"das Auto, -s",['Mario fährt mit dem Auto zur Arbeit.'],das Auto,Auto
"die Autobahn, -en",['Das Dorf liegt direkt an der Autobahn.'],die Autobahn,Autobahn
"der Automat, -en","['Zigaretten bekommst du am Automaten.', 'Der Fahrkartenautomat ist auf dem Bahnsteig.']",der Automat,Automat
automatisch,"['Die Tür schließt automatisch.', 'Das Zeugnis bekommen Sie automatisch zugeschickt.']",automatisch,automatisch
"der Autor, -en die Autorin, -nen",['Diese Autorin hat in diesem Jahr schon zwei Bücher geschrieben.'],"der Autor, die Autorin",Autor
"backen, bäckt/backt, backte, hat gebacken","['Wenn du kommst, backe ich einen Kuchen.']",backen,backen
"die Bäckerei, -en",['Wir kaufen unser Brot immer in der Bäckerei am Markt.'],die Bäckerei,Bäckerei
"baden, badet, badete, hat gebadet","['Wenn du baden möchtest: Das Badezimmer ist dort hinten links.', 'Hier ist Baden verboten!']",baden,baden
"das Bad, ¨-er","['Nach einem warmen Bad fühlt man sich gleich viel besser.', 'Ich möchte ein Zimmer mit Bad.']",das Bad,Bad
"die Badewanne, -n",['Nach einem langen Arbeitstag setzte sie sich in die Badewanne.'],die Badewanne,Badewanne
"die Bahn, -en",['Ich komme mit der Bahn.'],die Bahn,Bahn
"die S-Bahn, -en",['Die S-Bahn ist schneller als die Straßenbahn.'],die S-Bahn,S-Bahn
"die Straßenbahn, -en",['Nehmen Sie die Straßenbahn Nr. 16.'],die Straßenbahn,Straßenbahn
"die U-Bahn, -en","['Die letzte U-Bahn geht um 23.15 Uhr.', 'Ich fahre mit der U-Bahn.']",die U-Bahn,U-Bahn
"der Bahnhof, ¨-e",['Ich bringe Sie zum Bahnhof.'],der Bahnhof,Bahnhof
"der Bahnsteig, -e (D, A) → CH: Perron",['Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.'],der Bahnsteig,Bahnsteig
bald,"['Besuchen Sie uns doch bald mal.', 'Geben Sie mir bitte so bald wie möglich Bescheid.', 'Auf Wiedersehen, bis bald!']",bald,bald
"der Balkon, -e",['Die Wohnung hat auch einen kleinen Balkon.'],der Balkon,Balkon
"der Ball, ¨-e",['Ich spiele gern mit meinen Kindern Ball.'],der Ball,Ball
"das Ballett, -e",['Meine Tochter möchte gern Ballett tanzen.'],das Ballett,Ballett
"die Banane, -n","['1 Kilo Bananen, bitte.']",die Banane,Banane
"die Bank, ¨-e","['Kommt, wir setzen uns auf die Bank da vorne.']",die Bank,Bank
"die Bank, -en",['Bei welcher Bank haben Sie Ihr Konto?'],die Bank,Bank
"der Bankomat, -en (A, CH) → D: Geldautomat",['Ich hole noch schnell Geld vom Bankomaten.'],der Bankomat,Bankomat
"die Bankleitzahl, -en",['Bitte geben Sie Ihre Bankleitzahl an.'],die Bankleitzahl,Bankleitzahl
"die Bankomat-Karte, -n (A) → ec-Karte/EC-Karte",['Sie können auch mit Bankomat-Karte zahlen.'],die Bankomat-Karte,Bankomat-Karte
"die Bar, -s","['Setzen wir uns doch an die Bar!', 'Ich treffe meine Freundin in der Hotelbar.']",die Bar,Bar
bar,['Zahlen Sie bar?'],bar,bar
"das Bargeld, -er",['Ich habe kein Bargeld mehr.'],das Bargeld,Bargeld
"der Bart, ¨-e",['John trägt jetzt einen Bart.'],der Bart,Bart
"der Basketball, ¨-e","['Sie spielt sehr gern Basketball.', 'Er hat zum Geburtstag einen neuen Basketball bekommen.']",der Basketball,Basketball
"basteln, bastelt, bastelte, hat gebastelt","['Die Kinder basteln ein Vogelhaus.', 'Ich arbeite gern mit natürlichen Bastelmaterialien.']",basteln,basteln
"die Batterie, -n",['Bringst du bitte Batterien für die Kamera mit?'],die Batterie,Batterie
"der Bauch, ¨-e",['Mir tut der Bauch weh.'],der Bauch,Bauch
"bauen, baut, baute, hat gebaut",['Mein Nachbar hat ein Haus gebaut.'],bauen,bauen
"der Bau, Bauten","['Ich wohne in einer Neubauwohnung.', 'Unser Haus ist ein Altbau.']",der Bau,Bau
"die Baustelle, -n",['Wir müssen die Baustelle umfahren.'],die Baustelle,Baustelle
"der Bauer, -n",['Wir kaufen unser Gemüse beim Bauern.'],der Bauer,Bauer
"der Baum, ¨-e",['Wir haben zwei Bäume im Garten.'],der Baum,Baum
"beachten, beachtet, beachtete, hat beachtet",['Bitte beachten Sie die Ansagen am Bahnsteig.'],beachten,beachten
"der Beamte, -n die Beamtin, -nen",['Meine Frau ist Beamtin bei der Polizei.'],"der Beamte, die Beamtin",Beamte
"beantragen, beantragt, beantragte, hat beantragt",['Hast du schon einen neuen Pass beantragt?'],beantragen,beantragen
"beantworten, beantwortet, beantwortete, hat beantwortet",['Sie haben meine Frage leider nicht beantwortet.'],beantworten,beantworten
"sich bedanken, bedankt, bedankte, hat bedankt",['Ich möchte mich noch einmal sehr herzlich für Ihre Hilfe bedanken.'],sich bedanken,bedanken
der Bedarf,['An diesem Produkt besteht großer Bedarf.'],der Bedarf,Bedarf
"bedeuten, bedeutet, bedeutete, hat bedeutet","['Was bedeutet dieses Wort?', 'Ich bin krank. Das bedeutet, dass ich heute nicht arbeiten kann.']",bedeuten,bedeuten
"die Bedeutung, -en",['Das Wort „Maus“ hat inzwischen zwei Bedeutungen.'],die Bedeutung,Bedeutung
"bedienen, bedient, bediente, hat bedient","['Werden Sie schon bedient?', 'Die Kaffeemaschine ist ganz leicht zu bedienen.']",bedienen,bedienen
"die Bedienungsanleitung, -en",['Die Bedienungsanleitung verstehe ich nicht.'],die Bedienungsanleitung,Bedienungsanleitung
"die Bedingung, -en","['Wenn Sie unsere Bedingungen akzeptieren, können wir einen Vertrag machen.', 'Wir haben in unserem Betrieb sehr gute Arbeitsbedingungen.']",die Bedingung,Bedingung
"sich beeilen, beeilt sich, beeilte sich, hat sich beeilt",['Wir müssen uns beeilen. Sonst verpassen wir den Zug.'],sich beeilen,beeilen
"beenden, beendet, beendete, hat beendet",['Du musst deine Ausbildung auf jeden Fall beenden.'],beenden,beenden
"sich befinden, befindet sich, befand sich, hat sich befunden",['Das Bord-Bistro befindet sich in der Mitte des Zuges.'],sich befinden,befinden
befreit,['Studenten und Studentinnen sind von den Rundfunk-Gebühren befreit.'],befreit,befreit
befriedigend,['Das Ergebnis ist befriedigend.'],befriedigend,befriedigend
"begegnen, begegnet, begegnete, ist begegnet",['Sind wir uns nicht schon mal irgendwann begegnet?'],begegnen,begegnen
begeistert,['Es war ein tolles Konzert. Ich bin begeistert.'],begeistert,begeistert
"beginnen, beginnt, begann, hat begonnen",['In zwei Wochen beginnen die Sommerferien.'],beginnen,beginnen
der Beginn,['Zu Beginn der Stunde begrüßt die Lehrerin ihre Schüler.'],der Beginn,Beginn
"begleiten, begleitet, begleitete, hat begleitet",['Ich begleite dich ein Stück.'],begleiten,begleiten
begrenzt,['Die Teilnehmerzahl ist auf 12 begrenzt.'],begrenzt,begrenzt
"begründen, begründet, begründete, hat begründet",['Bitte begründen Sie Ihre Meinung.'],begründen,begründen
"die Begründung, -en",['Die Miete wurde ohne Begründung erhöht.'],die Begründung,Begründung
"begrüßen, begrüßt, begrüßte, hat begrüßt",['Der Gastgeber begrüßt seine Gäste.'],begrüßen,begrüßen
"behalten, behält, behielt, hat behalten",['Darf ich die Zeitschrift behalten?'],behalten,behalten
"behandeln, behandelt, behandelte, hat behandelt","['Welcher Arzt hat Sie bis jetzt behandelt?', 'So lasse ich mich von Ihnen nicht länger behandeln.']",behandeln,behandeln
"behaupten, behauptet, behauptete, hat behauptet","['Er behauptet, unsere Meinung sei nicht wichtig.', 'Es ist schwer, sich gegen meinen Kollegen zu behaupten.']",behaupten,behaupten
"behindern, behindert, behinderte, hat behindert behindert","['Bitte parken Sie so, dass Sie niemanden behindern.', 'Seit dem Unfall ist das Kind unserer Freunde behindert.']",behindern,behindern
"die Behörde, -n",['Sie erhalten ein Schreiben von der zuständigen Behörde.'],die Behörde,Behörde
bei,"['Potsdam liegt bei Berlin.', 'Ich wohne bei meinen Eltern.', 'Bei uns ist das anders als bei euch. Wir essen kein Fleisch.', 'Ich habe kein Geld bei mir.', 'Wir wollen euch nicht beim Essen stören.']",bei,bei
beid-,"['Beide waren mit meinem Vorschlag einverstanden.', 'Welche Bluse nehmen Sie, die rote oder die grüne? – Ich nehme beide.']",beid-,beid-
"das Bein, -e",['Andreas hat sich das Bein gebrochen.'],das Bein,Bein
beinahe,['Ich habe heute beinahe den Bus verpasst.'],beinahe,beinahe
"das Beispiel, -e","['Können Sie mir ein Beispiel sagen?', 'Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.', 'Hier gibt’s so viele Sachen: beispielsweise Wurst, Obst, Brot …']",das Beispiel,Beispiel
"beißen, beißt, biss, hat gebissen","['Pass auf, dass dich der Hund nicht beißt!']",beißen,beißen
"der Beitrag, ¨-e","['Die Krankenkasse hat die Beiträge erhöht.', 'Der Mitgliedsbeitrag für den Sportverein beträgt 34 Euro pro Monat.']",der Beitrag,Beitrag
bekannt,"['Ein Onkel von mir ist ein bekannter Politiker.', 'Dieses Lied ist sehr bekannt.']",bekannt,bekannt
"der Bekannte, -n die Bekannte, -n",['In Hannover wohnen Bekannte von mir.'],"der Bekannte, die Bekannte",Bekannte
"bekannt geben, gibt bekannt, gab bekannt, hat bekannt gegeben",['Den Prüfungsort geben wir Ihnen noch rechtzeitig bekannt.'],bekannt geben,bekannt geben
"bekommen, bekommt, bekam, hat bekommen","['Haben Sie meinen Brief bekommen?', 'Ich bekomme jeden Tag eine Spritze.', 'Was bekommen Sie? – 5 kg Kartoffeln.', 'Wir haben Besuch bekommen.', 'Laut Wetterbericht bekommen wir Regen.', 'Plötzlich bekam ich starke Kopfschmerzen.']",bekommen,bekommen
"der Beleg, -e",['Brauchen Sie einen Beleg?'],der Beleg,Beleg
"beleidigen, beleidigt, beleidigte, hat beleidigt","['Ich wollte Sie nicht beleidigen.', 'Sei doch nicht immer gleich beleidigt.']",beleidigen,beleidigen
beliebt,['Dieses Spiel ist bei Jugendlichen sehr beliebt.'],beliebt,beliebt
"bemerken, bemerkt, bemerkte, hat bemerkt","['Ich habe nicht bemerkt, dass das Fenster offen ist.']",bemerken,bemerken
"sich bemühen, bemüht, bemühte, hat bemüht","['Er hat sich sehr bemüht, etwas Gutes zu kochen.', 'Ich werde mich um einen Termin bemühen.']",sich bemühen,bemühen
"benötigen, benötigt, benötigte, hat benötigt","['Sagen Sie Bescheid, wenn Sie noch etwas benötigen.']",benötigen,benötigen
"benutzen, benutzt, benutzte, hat benutzt",['Benutzen Sie bitte die öffentlichen Verkehrsmittel.'],benutzen,benutzen
"das Benzin, -e",['Das Benzin soll wieder teurer werden.'],das Benzin,Benzin
"beobachten, beobachtet, beobachtete, hat beobachtet",['Wer hat den Unfall beobachtet?'],beobachten,beobachten
bequem,"['Meine Kinder ziehen am liebsten bequeme Sachen an.', 'Im Supermarkt einkaufen ist sehr bequem.', 'Diesen Sessel finde ich sehr bequem.']",bequem,bequem
"beraten, berät, beriet, hat beraten","['Unser Personal berät Sie gern, wenn Sie Fragen haben.']",beraten,beraten
"die Beratung, -en",['Beratungen für Familien gibt es jeden Dienstag zwischen 14 und 16 Uhr.'],die Beratung,Beratung
"berechnen, berechnet, berechnete, hat berechnet",['Die Kosten für die Fahrt müssen erst berechnet werden.'],berechnen,berechnen
"der Bereich, -e","['In welchem Bereich möchten Sie arbeiten?', 'Umfahren Sie den Baustellenbereich.']",der Bereich,Bereich
bereit,"['Ich bin jederzeit bereit, dir zu helfen.', 'Das Paket liegt auf der Post für Sie bereit.']",bereit,bereit
bereits,['Bitte melde dich bei Frau Kaiser. Sie hat bereits dreimal angerufen.'],bereits,bereits
"der Berg, -e","['Die Zugspitze ist der höchste Berg in Deutschland.', 'Wir fahren jeden Sonntag in die Berge.', 'Auf dem Berg haben wir ein Picknick gemacht.']",der Berg,Berg
"berichten, berichtet, berichtete, hat berichtet",['Alle Zeitungen haben über den Unfall berichtet.'],berichten,berichten
"der Bericht, -e",['Ich habe gestern einen interessanten Bericht gelesen.'],der Bericht,Bericht
"der Beruf, -e",['Was sind Sie von Beruf?'],der Beruf,Beruf
beruflich,['Was machen Sie beruflich?'],beruflich,beruflich
berufstätig,['Sind Sie berufstätig?'],berufstätig,berufstätig
"beruhigen, beruhigt, beruhigte, hat beruhigt","['Beruhigen Sie sich bitte. Es ist alles in Ordnung.', 'Ich kann Sie beruhigen. Ihrem Sohn ist nichts passiert.']",beruhigen,beruhigen
berühmt,['Michael Schumacher ist ein berühmter Rennfahrer.'],berühmt,berühmt
"beschädigen, beschädigt, beschädigte, hat beschädigt","['Bitte machen Sie eine Liste davon, was die Einbrecher beschädigt haben.']",beschädigen,beschädigen
"beschäftigen, beschäftigt, beschäftigte, hat beschäftigt","['Womit haben Sie sich bei Ihrer Arbeit beschäftigt?', 'Seit wann sind Sie bei dieser Firma beschäftigt?']",beschäftigen,beschäftigen
"die Beschäftigung, -en","['Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.']",die Beschäftigung,Beschäftigung
"der Bescheid, -e",['Den endgültigen Bescheid erhalten Sie in etwa vier Wochen.'],der Bescheid,Bescheid
Bescheid sagen,['Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.'],Bescheid sagen,Bescheid sagen
Bescheid geben,['Kannst du mir bis morgen Bescheid geben?'],Bescheid geben,Bescheid geben
"beschließen, beschließt, beschloss, hat beschlossen","['Wir haben beschlossen, uns ein kleineres Auto zu kaufen.']",beschließen,beschließen
beschränken,['Die Teilnehmerzahl für den Kurs ist beschränkt.'],beschränken,beschränken
"beschreiben, beschreibt, beschrieb, hat beschrieben",['Kannst du mir den Weg zum Flughafen beschreiben?'],beschreiben,beschreiben
"die Beschreibung, -en",['Eine Beschreibung des Geräts liegt bei.'],die Beschreibung,Beschreibung
"sich beschweren, beschwert sich, beschwerte sich, hat sich beschwert",['Wo können wir uns beschweren?'],sich beschweren,beschweren
"besetzen, besetzt, besetzte, hat besetzt","['Dieser Platz ist besetzt.', 'Ich habe drei Plätze besetzt.', 'Ich habe jetzt schon dreimal dort angerufen. Es ist immer besetzt.']",besetzen,besetzen
"besichtigen, besichtigt, besichtigte, hat besichtigt",['Im Urlaub haben wir Schloss Schönbrunn besichtigt.'],besichtigen,besichtigen
"besitzen, besitzt, besaß, hat besessen",['Besitzt Ihre Frau ein eigenes Auto?'],besitzen,besitzen
besonder-,['Meine Eltern wollten uns mit dieser Reise eine ganz besondere Freude machen.'],besonder-,besonder-
besonders,"['Ich habe heute ein besonders günstiges Angebot gesehen.', 'Durch den Sturm gab es besonders in Süddeutschland schwere Schäden.', 'Wie geht’s? – Nicht besonders.']",besonders,besonders
"besorgen, besorgt, besorgte, hat besorgt",['Soll ich die Eintrittskarten besorgen?'],besorgen,besorgen
"besprechen, bespricht, besprach, hat besprochen","['Wir müssen noch genau besprechen, wann wir losfahren und was wir mitnehmen.']",besprechen,besprechen
"die Besprechung, -en","['Tut mir leid, Herr Schmidt ist noch in einer Besprechung.']",die Besprechung,Besprechung
"die Besserung, -en",['Gute Besserung!'],die Besserung,Besserung
"bestätigen, bestätigt, bestätigte, hat bestätigt","['Die Firma hat mir den Termin schriftlich bestätigt.', 'Ich kann bestätigen, dass er hier war.']",bestätigen,bestätigen
"die Bestätigung, -en",['Ich brauche eine schriftliche Bestätigung für das Amt.'],die Bestätigung,Bestätigung
"bestehen, besteht, bestand, hat bestanden","['Das Modul Lesen besteht aus fünf Teilen.', 'Ich habe die Prüfung bestanden!']",bestehen,bestehen
"bestellen, bestellt, bestellte, hat bestellt","['Wir haben Pizza bestellt.', 'Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt.', 'Ich soll Ihnen Grüße von Frau Meier bestellen.']",bestellen,bestellen
bestimmt,"['Das hat Nancy bestimmt nicht so gemeint.', 'Möchtest du ein bestimmtes Brot?']",bestimmt,bestimmt
"bestrafen, bestraft, bestrafte, hat bestraft",['Zu schnelles Fahren wird streng bestraft.'],bestrafen,bestrafen
"besuchen, besucht, besuchte, hat besucht","['Besuchen Sie uns doch mal.', 'Sie müssen noch einen Kurs besuchen.']",besuchen,besuchen
